variant,condition,rung,probe_type,n,tp,fp,fn,tn,abstain,parse_fail
BcesvRecon[no_tenant],Mistral s42 C/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_tenant],Mistral s42 C/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,3,0
BcesvRecon[no_time],Mistral s42 C/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 C/P,isolated,cross_boundary,100,0,15,0,66,3,19
BcesvRecon[no_time],Mistral s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 C/P,boundary_preserving_topk,cross_boundary,100,0,15,0,67,3,18
BcesvRecon[no_time],Mistral s42 C/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 C/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_time],Mistral s42 C/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,3,0
BcesvRecon[no_entity],Mistral s42 C/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 C/P,isolated,cross_boundary,100,0,15,0,66,3,19
BcesvRecon[no_entity],Mistral s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 C/P,boundary_preserving_topk,cross_boundary,100,0,15,0,67,3,18
BcesvRecon[no_entity],Mistral s42 C/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 C/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_entity],Mistral s42 C/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,3,0
BcesvRecon[no_logsrc],Mistral s42 C/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 C/P,isolated,cross_boundary,100,0,15,0,66,3,19
BcesvRecon[no_logsrc],Mistral s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 C/P,boundary_preserving_topk,cross_boundary,100,0,15,0,67,3,18
BcesvRecon[no_logsrc],Mistral s42 C/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 C/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_logsrc],Mistral s42 C/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,3,0
BcesvRecon[no_template],Mistral s42 C/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 C/P,isolated,cross_boundary,100,0,15,0,66,3,19
BcesvRecon[no_template],Mistral s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 C/P,boundary_preserving_topk,cross_boundary,100,0,15,0,67,3,18
BcesvRecon[no_template],Mistral s42 C/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 C/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_template],Mistral s42 C/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,3,0
FragmentOnly,Mistral s43 N/C,isolated,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s43 N/C,isolated,cross_boundary,100,0,45,0,54,0,1
FragmentOnly,Mistral s43 N/C,boundary_preserving_topk,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s43 N/C,boundary_preserving_topk,cross_boundary,100,0,45,0,54,0,1
FragmentOnly,Mistral s43 N/C,shared_vector_index,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s43 N/C,shared_vector_index,cross_boundary,100,97,3,0,0,0,0
FragmentOnly,Mistral s43 N/C,summary_merge,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s43 N/C,summary_merge,cross_boundary,100,97,3,0,0,0,0
BcesvExact,Mistral s43 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s43 N/C,isolated,cross_boundary,100,0,0,0,99,0,1
BcesvExact,Mistral s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s43 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,99,0,1
BcesvExact,Mistral s43 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s43 N/C,shared_vector_index,cross_boundary,100,97,0,0,3,0,0
BcesvExact,Mistral s43 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s43 N/C,summary_merge,cross_boundary,100,97,0,0,3,0,0
BcesvNoisy(10%),Mistral s43 N/C,isolated,supported,100,0,0,0,100,50,0
BcesvNoisy(10%),Mistral s43 N/C,isolated,cross_boundary,100,0,0,0,99,16,1
BcesvNoisy(10%),Mistral s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,50,0
BcesvNoisy(10%),Mistral s43 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,99,16,1
BcesvNoisy(10%),Mistral s43 N/C,shared_vector_index,supported,100,0,0,0,100,50,0
BcesvNoisy(10%),Mistral s43 N/C,shared_vector_index,cross_boundary,100,44,0,53,3,54,0
BcesvNoisy(10%),Mistral s43 N/C,summary_merge,supported,100,0,0,0,100,50,0
BcesvNoisy(10%),Mistral s43 N/C,summary_merge,cross_boundary,100,52,0,45,3,46,0
BcesvNoisy(20%),Mistral s43 N/C,isolated,supported,100,0,0,0,100,72,0
BcesvNoisy(20%),Mistral s43 N/C,isolated,cross_boundary,100,0,0,0,99,25,1
BcesvNoisy(20%),Mistral s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,72,0
BcesvNoisy(20%),Mistral s43 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,99,25,1
BcesvNoisy(20%),Mistral s43 N/C,shared_vector_index,supported,100,0,0,0,100,72,0
BcesvNoisy(20%),Mistral s43 N/C,shared_vector_index,cross_boundary,100,27,0,70,3,71,0
BcesvNoisy(20%),Mistral s43 N/C,summary_merge,supported,100,0,0,0,100,72,0
BcesvNoisy(20%),Mistral s43 N/C,summary_merge,cross_boundary,100,35,0,62,3,63,0
BcesvNoisy(30%),Mistral s43 N/C,isolated,supported,100,0,0,0,100,87,0
BcesvNoisy(30%),Mistral s43 N/C,isolated,cross_boundary,100,0,0,0,99,37,1
BcesvNoisy(30%),Mistral s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,87,0
BcesvNoisy(30%),Mistral s43 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,99,37,1
BcesvNoisy(30%),Mistral s43 N/C,shared_vector_index,supported,100,0,0,0,100,87,0
BcesvNoisy(30%),Mistral s43 N/C,shared_vector_index,cross_boundary,100,19,0,78,3,79,0
BcesvNoisy(30%),Mistral s43 N/C,summary_merge,supported,100,0,0,0,100,87,0
BcesvNoisy(30%),Mistral s43 N/C,summary_merge,cross_boundary,100,25,0,72,3,73,0
BcesvReconstruct,Mistral s43 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s43 N/C,isolated,cross_boundary,100,0,45,0,54,0,1
BcesvReconstruct,Mistral s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s43 N/C,boundary_preserving_topk,cross_boundary,100,0,45,0,54,0,1
BcesvReconstruct,Mistral s43 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s43 N/C,shared_vector_index,cross_boundary,100,97,3,0,0,0,0
BcesvReconstruct,Mistral s43 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s43 N/C,summary_merge,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_tenant],Mistral s43 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s43 N/C,isolated,cross_boundary,100,0,45,0,54,0,1
BcesvRecon[no_tenant],Mistral s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s43 N/C,boundary_preserving_topk,cross_boundary,100,0,45,0,54,0,1
BcesvRecon[no_tenant],Mistral s43 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s43 N/C,shared_vector_index,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_tenant],Mistral s43 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s43 N/C,summary_merge,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_time],Mistral s43 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s43 N/C,isolated,cross_boundary,100,0,45,0,54,0,1
BcesvRecon[no_time],Mistral s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s43 N/C,boundary_preserving_topk,cross_boundary,100,0,45,0,54,0,1
BcesvRecon[no_time],Mistral s43 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s43 N/C,shared_vector_index,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_time],Mistral s43 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s43 N/C,summary_merge,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_entity],Mistral s43 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s43 N/C,isolated,cross_boundary,100,0,45,0,54,0,1
BcesvRecon[no_entity],Mistral s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s43 N/C,boundary_preserving_topk,cross_boundary,100,0,45,0,54,0,1
BcesvRecon[no_entity],Mistral s43 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s43 N/C,shared_vector_index,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_entity],Mistral s43 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s43 N/C,summary_merge,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_logsrc],Mistral s43 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s43 N/C,isolated,cross_boundary,100,0,45,0,54,0,1
BcesvRecon[no_logsrc],Mistral s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s43 N/C,boundary_preserving_topk,cross_boundary,100,0,45,0,54,0,1
BcesvRecon[no_logsrc],Mistral s43 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s43 N/C,shared_vector_index,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_logsrc],Mistral s43 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s43 N/C,summary_merge,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_template],Mistral s43 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s43 N/C,isolated,cross_boundary,100,0,45,0,54,0,1
BcesvRecon[no_template],Mistral s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s43 N/C,boundary_preserving_topk,cross_boundary,100,0,45,0,54,0,1
BcesvRecon[no_template],Mistral s43 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s43 N/C,shared_vector_index,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_template],Mistral s43 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s43 N/C,summary_merge,cross_boundary,100,97,3,0,0,0,0
FragmentOnly,Mistral s44 N/C,isolated,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s44 N/C,isolated,cross_boundary,100,0,39,0,57,0,4
FragmentOnly,Mistral s44 N/C,boundary_preserving_topk,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s44 N/C,boundary_preserving_topk,cross_boundary,100,0,39,0,56,0,5
FragmentOnly,Mistral s44 N/C,shared_vector_index,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
FragmentOnly,Mistral s44 N/C,summary_merge,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s44 N/C,summary_merge,cross_boundary,100,99,1,0,0,0,0
BcesvExact,Mistral s44 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s44 N/C,isolated,cross_boundary,100,0,0,0,96,0,4
BcesvExact,Mistral s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s44 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,95,0,5
BcesvExact,Mistral s44 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvExact,Mistral s44 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s44 N/C,summary_merge,cross_boundary,100,99,0,0,1,0,0
BcesvNoisy(10%),Mistral s44 N/C,isolated,supported,100,0,0,0,100,39,0
BcesvNoisy(10%),Mistral s44 N/C,isolated,cross_boundary,100,0,0,0,96,17,4
BcesvNoisy(10%),Mistral s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,39,0
BcesvNoisy(10%),Mistral s44 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,95,16,5
BcesvNoisy(10%),Mistral s44 N/C,shared_vector_index,supported,100,0,0,0,100,39,0
BcesvNoisy(10%),Mistral s44 N/C,shared_vector_index,cross_boundary,100,60,0,40,0,40,0
BcesvNoisy(10%),Mistral s44 N/C,summary_merge,supported,100,0,0,0,100,39,0
BcesvNoisy(10%),Mistral s44 N/C,summary_merge,cross_boundary,100,61,0,38,1,38,0
BcesvNoisy(20%),Mistral s44 N/C,isolated,supported,100,0,0,0,100,65,0
BcesvNoisy(20%),Mistral s44 N/C,isolated,cross_boundary,100,0,0,0,96,28,4
BcesvNoisy(20%),Mistral s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,65,0
BcesvNoisy(20%),Mistral s44 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,95,26,5
BcesvNoisy(20%),Mistral s44 N/C,shared_vector_index,supported,100,0,0,0,100,65,0
BcesvNoisy(20%),Mistral s44 N/C,shared_vector_index,cross_boundary,100,42,0,58,0,58,0
BcesvNoisy(20%),Mistral s44 N/C,summary_merge,supported,100,0,0,0,100,65,0
BcesvNoisy(20%),Mistral s44 N/C,summary_merge,cross_boundary,100,48,0,51,1,51,0
BcesvNoisy(30%),Mistral s44 N/C,isolated,supported,100,0,0,0,100,84,0
BcesvNoisy(30%),Mistral s44 N/C,isolated,cross_boundary,100,0,0,0,96,38,4
BcesvNoisy(30%),Mistral s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,84,0
BcesvNoisy(30%),Mistral s44 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,95,35,5
BcesvNoisy(30%),Mistral s44 N/C,shared_vector_index,supported,100,0,0,0,100,84,0
BcesvNoisy(30%),Mistral s44 N/C,shared_vector_index,cross_boundary,100,25,0,75,0,75,0
BcesvNoisy(30%),Mistral s44 N/C,summary_merge,supported,100,0,0,0,100,84,0
BcesvNoisy(30%),Mistral s44 N/C,summary_merge,cross_boundary,100,30,0,69,1,69,0
BcesvReconstruct,Mistral s44 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s44 N/C,isolated,cross_boundary,100,0,39,0,57,0,4
BcesvReconstruct,Mistral s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s44 N/C,boundary_preserving_topk,cross_boundary,100,0,39,0,56,0,5
BcesvReconstruct,Mistral s44 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvReconstruct,Mistral s44 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s44 N/C,summary_merge,cross_boundary,100,99,1,0,0,0,0
BcesvRecon[no_tenant],Mistral s44 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s44 N/C,isolated,cross_boundary,100,0,39,0,57,0,4
BcesvRecon[no_tenant],Mistral s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s44 N/C,boundary_preserving_topk,cross_boundary,100,0,39,0,56,0,5
BcesvRecon[no_tenant],Mistral s44 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_tenant],Mistral s44 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s44 N/C,summary_merge,cross_boundary,100,99,1,0,0,0,0
BcesvRecon[no_time],Mistral s44 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s44 N/C,isolated,cross_boundary,100,0,39,0,57,0,4
BcesvRecon[no_time],Mistral s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s44 N/C,boundary_preserving_topk,cross_boundary,100,0,39,0,56,0,5
BcesvRecon[no_time],Mistral s44 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_time],Mistral s44 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s44 N/C,summary_merge,cross_boundary,100,99,1,0,0,0,0
BcesvRecon[no_entity],Mistral s44 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s44 N/C,isolated,cross_boundary,100,0,39,0,57,0,4
BcesvRecon[no_entity],Mistral s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s44 N/C,boundary_preserving_topk,cross_boundary,100,0,39,0,56,0,5
BcesvRecon[no_entity],Mistral s44 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_entity],Mistral s44 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s44 N/C,summary_merge,cross_boundary,100,99,1,0,0,0,0
BcesvRecon[no_logsrc],Mistral s44 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s44 N/C,isolated,cross_boundary,100,0,39,0,57,0,4
BcesvRecon[no_logsrc],Mistral s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s44 N/C,boundary_preserving_topk,cross_boundary,100,0,39,0,56,0,5
BcesvRecon[no_logsrc],Mistral s44 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_logsrc],Mistral s44 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s44 N/C,summary_merge,cross_boundary,100,99,1,0,0,0,0
BcesvRecon[no_template],Mistral s44 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s44 N/C,isolated,cross_boundary,100,0,39,0,57,0,4
BcesvRecon[no_template],Mistral s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s44 N/C,boundary_preserving_topk,cross_boundary,100,0,39,0,56,0,5
BcesvRecon[no_template],Mistral s44 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_template],Mistral s44 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s44 N/C,summary_merge,cross_boundary,100,99,1,0,0,0,0
